score,stake,suspicion,param_id,node_id,layer,parameter,value,unit,species,source_ref,self_declared,signals
8,2,4,p_c25bb24cc6,npr2_gain_of_function_tall,L11,cGMP generation by mutant NPR2 in the absence of CNP,present (wild-type absent),not_applicable,in_vitro_human_cell,miura2012,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_929ecd7a57,npr2_gain_of_function_tall,L11,plasma NT-proCNP in the NPR2 p.Arg655Cys proband,reduced,not_applicable,human,hannema2013,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_8a0b51210d,npr2_gene,L8,NPR2 mutations identified in acromesomelic dysplasia type Maroteaux,21,mutations,human,bartels2004,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_6d0ed781d8,npr2_gene,L8,heterozygous NPR2 mutation yield in idiopathic short stature,3,of 47 probands,human,vasques2013,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_10b1e05a9d,osteopontin_spp1,L5,Direction of osteopontin change in Akp2(Alpl)-/- mice,increased,"mRNA and serum, directio",mouse,harmey2004,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_195f3e2f9a,osteopontin_spp1,L5,Direction of osteopontin change in ank/ank mice,decreased,"mRNA and serum, directio",mouse,harmey2004,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_6f0091463e,pappa2_deficiency,L11,distinct homozygous PAPPA2 mutations reported,2,mutations,human,dauber2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_9618de62aa,pappa2_deficiency,L11,PAPP-A2 proteolytic activity in mutant carriers,0 (complete absence),percent of wild type,in_vitro_human_cell,dauber2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_1abb06ac4c,pappa2_deficiency,L11,free IGF-I concentration relative to controls,decreased,not_applicable,human,dauber2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_878a27ff91,pappa2_gene,L8,distinct homozygous PAPPA2 mutations identified,2,mutations,human,dauber2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_e1f826d736,pappa2_gene,L8,"PAPP-A2 proteolytic activity, both mutant alleles",0,% of wild type,in_vitro_human_cell,dauber2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_23d194f2d0,pappa2_gene,L8,direction of change in total circulating IGF-1,elevated,qualitative,human,dauber2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_29de7c632b,pappa2_gene,L8,direction of change in free IGF-1,decreased,qualitative,human,dauber2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_428305e8f1,pappa2_protease,L4,free IGF-1,0.27-1.98,ug/L,human,dauber2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_90703909a4,pappa2_protease,L4,serum IGFBP-3,4403-5912,ug/L,human,dauber2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_91e20e9443,pappa2_protease,L4,residual IGFBP-3/-4/-5 proteolytic activity of mutant PAPP-A2,0,% of wild type,in_vitro_human_cell,dauber2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_6549da0046,peak_height_velocity,L7,peak height velocity magnitude,8-9,cm/year,human,cole2014,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_04ac1a9b16,physeal_bar_formation,L6,growth arrest incidence after paediatric physeal fracture,30.1,%,human,hooper2024,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_fca08bf577,physeal_bar_formation,L6,growth arrest incidence after distal femoral physeal fracture,86,%,human,hooper2024,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_2fa94ab911,physeal_bar_formation,L6,"mean age, growth arrest vs no arrest",12.8 vs 9.4,years,human,hooper2024,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_db736e6592,physeal_bar_formation,L6,time course of bony bar accumulation after drill-hole injury,42,days of progressive bone,mouse,li2026_2,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_be6c24e048,pituitary_gigantism,L11,"age at pituitary adenoma diagnosis, females vs males",15.8 vs 21.5,years,human,rostomyan2015,False,grade_A_B|no_dispersion|unread_source|sole_source
8,4,2,p_e417ac0fe4,pkg2_kinase,L3,"Growth plate height, Prkg2-mutant (KMI) rat vs wild type",665 vs 255,um,rat,chikuda2004,False,contradiction|screen|unread_source|sole_source
8,2,4,p_c22485ba78,population_height_variation,L10,"range of national mean adult height, tallest minus shortest",19-20,cm,human,ncd2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_efe4941b42,population_height_variation,L10,lowest recorded national mean adult height,140.3,cm,human,ncd2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_d8a8e5cae0,porcine_growth_plate_model,L13,proliferation zone cells per column,30-36,cells,porcine,thurston1985,False,grade_A_B|derivation_word|sole_source
8,2,4,p_19cf50f239,preece_baines_model,L9,residual SD of an individually fitted PB curve for height in puberty,6-7,mm,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_6d0379c401,preece_baines_model,L9,number of estimated parameters in PB model 1,5,parameters,human,preece1978,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_6da2717d4a,preece_baines_model,L9,age range over which PB model 1 is valid,2 to maturity,years,human,preece1978,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_468a856e55,proliferative_zone,L1,cells per proliferative column,24,cells,human,kember1976,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_39cbef1c33,proliferative_zone,L1,direct contribution of cell division to elongation,9,% of elongation,rat,wilsman1996,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_f3a15b417e,proximal_tibia_plate,L1,proliferative zone cell cycle time,30.9,h,rat,wilsman1996a,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_12ad2f8939,proximal_tibia_plate,L1,elongation partition,9 / 32 / 59,% division / matrix / hy,rat,wilsman1996,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_84660c4bef,proximal_tibia_plate,L1,new chondrocytes produced per day,16400,cells/day,rat,wilsman1996,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_aa2b568bba,proximal_tibia_plate,L1,chondrocyte loss rate per column,8,cells/day,rat,hunziker1987,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_1bd2c2553a,proximal_tibia_plate,L1,final hypertrophic chondrocyte volume,14000,fl,mouse,cooper2013,False,grade_A_B|no_dispersion|unread_source|sole_source
8,4,2,p_c163a13506,pthrp_positive_resting_chondrocyte,L2,EdU+ fraction of PTHrP-creER-labelled resting chondrocytes,7.7,% of tdTomato+ cells,mouse,mizuhashi2018,False,contradiction|screen|unread_source|sole_source
8,4,2,p_ac7d149006,pthrp_positive_resting_chondrocyte,L2,PTHrP-mCherry+ cells with mSSC (CD105-CD200+) phenotype,49.2,% of CD45-Ter119-CD31-CD,mouse,mizuhashi2018,False,contradiction|screen|unread_source|sole_source
8,4,2,p_7c8fc0930d,pthrp_positive_resting_chondrocyte,L2,PTHrP+ colonies reaching passage 5,1.4,% (2/143 colonies),mouse,muruganandan2022,False,contradiction|screen|unread_source|sole_source
8,2,4,p_ecfe88d391,rare_variant_height,L8,height-associated low-frequency coding variants,83,variants,human,marouli2017,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_af7754bda5,rare_variant_height,L8,"maximum per-allele effect, rare coding variants",2,cm,human,marouli2017,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_ca4a4988bd,rare_variant_height,L8,share of pedigree heritability from rare variants (MAF < 1%),20,%,human,wainschtein2026,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_efa4549534,rare_variant_height,L8,share of rare-variant heritability that is non-coding,79,%,human,wainschtein2026,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_d0a26f0b21,rat_growth_plate_model,L13,"rat translation risk score (this layer, 1-5)",3.5,score,rat,roach2003,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_63f9c18624,rat_growth_plate_model,L13,age at which rat plates persist with growth ceased,62-80,weeks,rat,roach2003,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_6ad27b0248,rat_growth_plate_model,L13,rat zonal microarray replication vs human,35 vs 10,arrays,multiple,gse16981,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_9a55aa9f4d,regulatory_review_document,L12,agents in this layer for which label-only pharmacokinetic parameters were obtained,8,agents,human,fda_voxzogo_label_2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_c39bcb117f,regulatory_review_document,L12,FDA multidisciplinary or clinical pharmacology review PDFs retrieved,0,documents,not_applicable,fda_drugsatfda_voxzogo_2021,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_72a4bf450b,regulatory_review_document,L12,"original US approval date, vosoritide",2021-11-19,date,not_applicable,fda_drugsatfda_voxzogo_2021,False,grade_A_B|no_dispersion|unread_source|sole_source
8,4,2,p_b088daa5f0,resting_zone_niche,L2,"EdU+ fraction, PTHrP-mCherry+ resting chondrocytes at P9",6.1,% of mCherry+ cells,mouse,mizuhashi2018,False,contradiction|screen|unread_source|sole_source
8,4,2,p_c2a3d8cf3a,resting_zone_niche,L2,"EdU+ fraction, proliferative zone chondrocytes at P9",30.5,% of PZ chondrocytes,mouse,mizuhashi2018,False,contradiction|screen|unread_source|sole_source
8,4,2,p_4ef2fe7fe0,resting_zone_niche,L2,"H2B-EGFP label-retaining fraction of Col2a1-lineage chondrocytes, plateau",2.6,% of Col2a1-creER lineag,mouse,hallett2021,False,contradiction|screen|unread_source|sole_source
8,4,2,p_fcb8498165,resting_zone_niche,L2,H2B-EGFP signal loss per chondrocyte division,2.03,fold,mouse,hallett2021,False,contradiction|screen|unread_source|sole_source
8,2,4,p_bb8e50be7c,rus_score,L7,number of bones scored in RUS,13,"bones (radius, ulna, 11 ",human,thodberg2009,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_1fe883b67d,rus_score,L7,mean absolute difference between TW3-RUS and GP bone age,2.5-3.3,months,human,tewattanarat2026,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_e738f46ac5,sanders_staging,L7,"intra-observer agreement, Sanders staging",0.88 unweighted / 0.96 weighted,kappa,human,sanders2008,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_1c22802d88,sanders_staging,L7,"inter-observer agreement, Sanders staging",0.71 unweighted / 0.89 weighted,kappa,human,sanders2008,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_d3f3a259f7,schmid_metaphyseal_chondrodysplasia,L11,linkage lod score for COL10A1 in the discovery kindred,18.2,lod,human,warman1993,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_98e27e6d1f,scrna_seq_growth_plate,L13,"GEO growth plate single-cell records, all species",60,records,multiple,geo_census_20260805,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_bc78a054a5,scrna_seq_growth_plate,L13,human donors in the only postnatal human growth plate scRNA-seq deposit,4,donors,human,gse288028,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_d946cb4f80,secondary_ossification_center,L0,gestational age at which distal femoral ossification centre is first visible on ultrasound,30,weeks gestation,human,funaki2020,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_c5fe04eaa0,secondary_ossification_center,L0,age at which SOC+ and SOC- rodent tibiae are size- and stiffness-matched,rat P10 vs mouse P30,postnatal day,multiple,xie2020,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_bd9226709a,secular_trend_height,L10,"largest century-scale gain in mean adult height, any population",20.2,cm,human,ncd2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_9a87f2ffcc,secular_trend_height,L10,"largest century-scale gain in mean adult height, men",16.5,cm,human,ncd2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_f8b4e7ee5c,secular_trend_height,L10,"secular rate, German male conscripts, born before 1916",0.45,mm/yr,human,scheffler2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_d7dccfbadd,secular_trend_height,L10,"secular rate, German male conscripts, 1916-1933",2.15,mm/yr,human,scheffler2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_20f8e59ce9,secular_trend_height,L10,"secular rate, East German male conscripts after 1989 reunification",4,mm/yr,human,scheffler2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_9d2296df30,secular_trend_reversal,L10,"decline in mean adult height from cohort peak, worst-affected sub-Saharan countries",~5,cm,human,ncd2016,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_b2e7fbc885,sga_catch_up,L10,proportion of SGA infants showing catch-up in the first 6 months,82.9,%,human,karlberg2002,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_b2c5c99157,sga_catch_up,L10,proportion of SGA infants reaching a final height within the normal range,94.3,%,human,karlberg2002,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_328e6d26c1,sga_catch_up,L10,proportion of infants still short at 6 months who remained short into adulthood,15.2,%,human,karlberg2002,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_a0dc292b23,sitar_model,L9,residual SD about the raw mean spline curve (unadjusted),6.6,cm,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_da11544423,sitar_model,L9,residual SD after adjusting for size only,2.3,cm,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_7f299233cb,sitar_model,L9,residual SD after adjusting for size and tempo,1.2,cm,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_a593e91aae,sitar_model,L9,"residual SD after adjusting for size, tempo and velocity",0.8,cm,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_8c69f1b93f,sitar_model,L9,variance in height explained by the three SITAR parameters,98.9,percent,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_c559b5f4ac,sitar_model,L9,SD of the SITAR size random effect,6.1,cm,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_4b0f53d43b,sitar_model,L9,SD of the SITAR tempo random effect,0.97,years,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_ebc376011e,sitar_model,L9,SD of the SITAR velocity random effect,0.15,fraction,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_e10638fe11,sitar_model,L9,correlation between size and tempo random effects,0.33,Pearson r,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_0c37573fe9,sitar_model,L9,correlation between size and velocity random effects,0.36,Pearson r,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_d54b7ca016,sitar_model,L9,correlation between tempo and velocity random effects,0.28,Pearson r,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_36a041fb67,sitar_model,L9,mean age at peak height velocity,14.3,years,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_252bf23945,sitar_model,L9,"residual SD after SITAR adjustment, Turner syndrome cohort",0.6,cm,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_bcdca14894,sitar_model,L9,"SD of the size random effect, Turner syndrome",5.9,cm,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_e5bb79cf60,sitar_model,L9,"SD of the tempo random effect, Turner syndrome",1.04,years,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_a5ccab6130,sitar_model,L9,"correlation between tempo and velocity, Turner syndrome",-0.46,Pearson r,human,cole2010,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_d1de63bb48,sitting_height_ratio,L9,children contributing to the Dutch SH/H reference,14500,children,human,fredriks2005,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_a04f7426ae,sitting_height_ratio,L9,correlation between SH/H SDS and height SDS,negative,not_applicable,human,fredriks2005,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_06b514a91f,sitting_height_ratio,L9,SH/H lower cut-off recommended for exceptionally tall children,-2.2,SDS,human,fredriks2005,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_14fa032a34,sitting_height_ratio,L9,sensitivity of the height-corrected SH/H cut-off for hypochondroplasia,80,percent,human,fredriks2005,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_f59ceae422,sitting_height_ratio,L9,sensitivity of the height-corrected SH/H cut-off for Marfan syndrome,30,percent,human,fredriks2005,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_41315a33a1,small_for_gestational_age,L10,proportion of length-defined SGA infants still below -2 SDS in height at 1 year,13.4,%,human,karlberg1995,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_90a94028a8,small_for_gestational_age,L10,proportion of length-defined SGA infants still below -2 SDS in height at 18 years,7.9,%,human,karlberg1995,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_bce92944b4,small_for_gestational_age,L10,proportion of short prepubertal children who had been SGA by length,21,%,human,karlberg1995,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_5cb122fded,spaceflight_microgravity_growth,L6,segment circumference decrease during spaceflight,up to 11,%,human,young2023,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_f401e32a4f,spatial_transcriptomics_growth_plate,L13,"GEO records matching growth plate AND spatial, all species",7,records,multiple,geo_census_20260805,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_008498526e,spatial_transcriptomics_growth_plate,L13,"GEO records matching growth plate AND spatial, Homo sapiens",0,records,human,geo_census_20260805,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_fe91f2e9ca,spatial_transcriptomics_growth_plate,L13,human spatial transcriptomic samples of limb cartilage that DO exist,5-9 post-conception weeks,developmental stage,human,zhang2024_2,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_b4d99c011b,stadiometry_measurement_error,L13,diurnal variation in human stature,measurable loss across the waking day wi,qualitative,human,reilly1984,False,grade_A_B|no_dispersion|unread_source|sole_source
8,4,2,p_1eedfe0f83,static_vs_dynamic_loading,L6,"rat vertebral growth, 24 h/day vs 12 h/day compression",82 vs 90-93,% of within-animal contr,rat,stokes2005,False,contradiction|screen|unread_source|sole_source
8,4,2,p_7d9c3a4b60,static_vs_dynamic_loading,L6,"rat proximal tibial growth, 24 h/day vs 12 h/day compression",70 vs 84-86,% of within-animal contr,rat,stokes2005,False,contradiction|screen|unread_source|sole_source
8,4,2,p_e307bf13b5,static_vs_dynamic_loading,L6,"growth rate reduction, static vs dynamic at equal mean stress",19 vs 19,% below sham,rat,valteau2011,False,contradiction|screen|unread_source|sole_source
8,4,2,p_320437d7cd,static_vs_dynamic_loading,L6,"growth plate thickness and proliferative cells per column, static vs dynamic",significant reduction under static only,qualitative (p<0.01 stat,rat,valteau2011,False,contradiction|screen|unread_source|sole_source
8,4,2,p_df03690b32,static_vs_dynamic_loading,L6,"hypertrophic chondrocyte lateral and volumetric strain, static vs dynamic",higher under static,"p<0.001 lateral, p<=0.01",rat,zimmermann2017,False,contradiction|screen|unread_source|sole_source
8,2,4,p_683b4f6186,suture_fusion_timing,L9,children with complete or partial sagittal suture closure,11.1,percent,human,han2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_8c5dd5724c,suture_fusion_timing,L9,children with coronal suture closure,2.8,percent,human,han2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_bbc8f56109,suture_fusion_timing,L9,children with lambdoid suture closure,1.6,percent,human,han2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_bae0219b8b,suture_fusion_timing,L9,children with any asymptomatic calvarial suture closure before adulthood,up to 17,percent,human,han2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_d2160ac5a0,suture_fusion_timing,L9,proportion with open sagittal suture under age 3,99.3,percent,human,han2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_1d418c89d6,suture_fusion_timing,L9,proportion with open sagittal suture by age 9,83,percent,human,han2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_26499b4d1b,suture_fusion_timing,L9,proportion with metopic suture closure by 21 months,over 75,percent,human,han2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_526d09874b,suture_fusion_timing,L9,children with sagittal closure who remained normocephalic,83.1,percent,human,han2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_85495572b1,suture_fusion_timing,L9,children with cephalic index below 70 who had partial or complete sagittal closure,86.4,percent,human,han2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_a25cacfa2f,synchrotron_imaging_cartilage,L13,"synchrotron phase-contrast voxel size, human articular cartilage survey",2.75,um,human,b2026,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_63b475d26c,synchrotron_imaging_cartilage,L13,"synchrotron phase-contrast voxel size, human calcified cartilage and subchondral bone lacu",0.65,um,human,xu2024,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_09d6883563,synchrotron_imaging_cartilage,L13,synchrotron studies of human GROWTH PLATE located,0,studies,human,geo_census_l13b_20260805,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_a220ae8e11,tamoxifen_inducible_creert2,L13,human applications of inducible genetic fate mapping in growth plate,0,studies,human,human_gp_donor_census_20260805,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_b3ecb4d8fd,tanner_whitehouse_tw3,L7,mean interobserver spread of TW2 bone age,0.74,years,human,king1994,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_2bba5f382d,tanner_whitehouse_tw3,L7,"mean intra-observer variation, TW2",0.33,years,human,king1994,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_ee26264329,tanner_whitehouse_tw3,L7,"intra-observer 95% limits of agreement, TW2",-1.41 to +1.43,years,human,bull1999,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_d319637424,tanner_whitehouse_tw3,L7,mean absolute difference between GP and TW3-RUS,2.5-3.3,months,human,tewattanarat2026,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_7f503fa671,tanner_whitehouse_tw3,L7,mean time to perform a TW2 assessment,7.9,minutes,human,king1994,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_def67cba75,target_height_predictive_sd,L9,residual SD of adult son height about corrected target height (pooled),4.7,cm,human,zeevi2024,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_d2104e3a47,target_height_predictive_sd,L9,residual SD of adult daughter height about corrected target height (pooled),4.4,cm,human,zeevi2024,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_004c3bb351,target_height_predictive_sd,L9,later Tanner revision of the target range,"+/-9 (girls), +/-10 (boys)",cm,human,zeevi2024,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_1dfeee2686,tooth_mineralization_stages,L9,number of mineralization stages per tooth,8,stages,human,demirjian1973,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_38ea5fd16d,tooth_mineralization_stages,L9,teeth scored,7,teeth,human,demirjian1973,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_297c57cdd4,tooth_mineralization_stages,L9,direction of bias of the original Demirjian standard outside the source population,overestimates dental age,not_applicable,human,mohammadianras2026,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_6e930f64e9,trial_endpoint_annualized_growth_velocity,L12,untreated achondroplasia annualised growth velocity at age 1,9.3 (M) / 10.4 (F),cm/yr,human,mcdonnell2026a,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_f470b32707,trial_endpoint_annualized_growth_velocity,L12,untreated achondroplasia annualised growth velocity at age 4,4.1 (M) / 4.6 (F),cm/yr,human,mcdonnell2026a,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_ccc1c8b18b,trial_endpoint_annualized_growth_velocity,L12,regulatory status of the endpoint,surrogate,not applicable,human,fda_voxzogo_label_2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_cb88eff295,turner_syndrome,L11,share of the male-female adult height difference explained by this asymmetry,22.6,percent,human,berry2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_eed3bcdca3,visceral_organ_growth,L9,organs with published centile charts,8,organs,human,pryce2014,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_1062469583,visceral_organ_growth,L9,age range covered,infancy,not_applicable,human,pryce2014,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_0a1768bf9c,vitamin_a_growth,L10,effect of vitamin A supplementation alone on height-for-age Z,no significant effect,z-score,human,peng2025,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_6fc84d9d08,who_growth_standard,L9,proportion of variance in linear growth attributable to study site,3,percent,human,who2006,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_b8522a7cf4,who_growth_standard,L9,proportion of variance in linear growth attributable to individuals within sites,70,percent,human,who2006,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_779f32ba63,who_growth_standard,L9,number of sites in the MGRS,6,sites,human,who2006,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_121fc557cc,who_growth_standard,L9,shortest increment interval for which velocity standards were constructed,1,month,human,who_velocity_2009,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_6982178db2,who_growth_standard,L9,age range of the WHO velocity standards,0-24,months,human,who_velocity_2009,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_3733ea8140,xlag_gpr101,L11,age at disease onset in X-LAG,early childhood (all patients),not_applicable,human,trivellin2014,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_42450af6e1,zbtb38_gene,L8,idiopathic short stature patients genotyped for ZBTB38 rs724016 and rs6764769,261,patients,human,parsons2022,False,grade_A_B|no_dispersion|unread_source|sole_source
8,2,4,p_0cdd6d31da,zebrafish_skeletal_model,L13,"zebrafish translation risk score (this layer, 1-5)",5.0,score,zebrafish,le2022,False,grade_A_B|no_dispersion|unread_source|sole_source
7,7,1,p_e8cec37611,hueter_volkmann_law,L6,"growth-rate sensitivity to sustained stress, all plates pooled",17.1,% growth change per 0.1 ,multiple,stokes2006,False,contradiction|flow_model|screen|sole_source
6,3,2,p_76519f7cf4,acan_gene,L8,"adult height, ACAN heterozygotes",-2.8,SDS,human,gkourogianni2017,False,grade_A_B|screen|unread_source|sole_source
6,3,2,p_b2c548f982,acan_gene,L8,"childhood height, ACAN heterozygotes",-2.0,SDS,human,gkourogianni2017,False,grade_A_B|screen|unread_source|sole_source
6,3,2,p_19d8a434aa,acan_gene,L8,"adult height, ACAN heterozygotes (discovery families)",-2.3 to -4.2,SDS,human,nilsson2014_2,False,grade_A_B|screen|unread_source|sole_source
6,3,2,p_a87ba6e46d,acan_related_short_stature,L11,adult height in heterozygous ACAN mutation carriers,-2.8,SDS,human,gkourogianni2017,False,grade_A_B|screen|unread_source|sole_source
6,3,2,p_ab5a6e88a0,acan_related_short_stature,L11,childhood height in the same cohort,-2.0,SDS,human,gkourogianni2017,False,grade_A_B|screen|unread_source|sole_source
6,3,2,p_856f9f8e35,acan_related_short_stature,L11,bone age advance (bone age minus chronological age),+1.3,years,human,gkourogianni2017,False,grade_A_B|screen|unread_source|sole_source
